iteration,CAPEX,EFFICIENCY,H2_PRICE,LIFETIME_HOURS,VOM,WACC,lcoh_$/kg,utilization_%,h2_production_kg,h2_production_tonnes,npv_$,npv_$m,payback_years,annual_cash_flow
99,916.5713334940416,49.26684329545459,5.55926305258465,79556.84533788827,5.172370732789043,0.07613540062323909,2.4030725799487276,73.59398782343987,157026500.6346317,157026.5006346317,6348640933.660109,6348.640933660108,0.1567501332940177,584734005.7917655
100,748.309669257816,53.032774446380046,4.339546885201507,72484.48150114408,5.662829054736491,0.0597529325586948,1.7934985277636069,57.21080669710806,113401572.1934478,113401.57219344779,4407228432.365391,4407.228432365391,0.2133074302146966,350812753.45384496
101,890.0580415059363,50.96660537706165,4.467986250549956,70779.70924175474,4.890766291046707,0.06508797751433833,1.8780876755459988,59.021118721461185,121732651.29390678,121732.65129390678,4689833483.3511305,4689.833483351131,0.22630824394226068,393294572.9246266
102,901.1631813949353,49.973434558662255,5.079733780435254,82748.22403306345,3.924674767044151,0.0883691691561886,2.1179770106531612,68.36567732115677,143808406.67582843,143808.40667582842,4917078791.52058,4917.07879152058,0.17873461229806736,504190637.62093693
103,835.6754891359193,49.306221522125185,4.915158766873473,71890.5208756047,4.4005210479914725,0.06831187122748915,2.0742286279846573,66.60768645357686,142006419.95773458,142006.4199577346,5640072718.829533,5640.072718829532,0.1723677707917649,484821196.73374856
104,927.0167860875937,50.56892455366496,4.0349866797395455,72217.68746529274,4.449137237149799,0.07002186019201082,1.7179193069151146,55.83238203957382,116061396.43669048,116061.39643669048,3903972036.0206103,3903.97203602061,0.2692778452736262,344260325.29546094
105,1007.5772470960717,49.790479388106675,4.502292867607026,70985.08982046109,4.847382161987282,0.07642180767084134,1.9306201532356262,59.425418569254184,125461736.395576,125461.736395576,4412959487.67561,4412.95948767561,0.2449649198577562,411314913.0418925
106,1218.7814909225006,45.0,4.67541877712657,79252.08275521934,4.762013422567911,0.07636720769281281,2.0798378245275453,66.6476407914764,155688888.8888889,155688.8888888889,5498221293.625853,5498.221293625853,0.23811526169320274,511845180.4625726
107,974.877338328537,49.18063054880195,4.586297269685079,89059.53569023848,5.884017739500269,0.05841810813103994,1.8896603616165157,61.52777777777778,131511123.94913279,131511.12394913277,5406472491.011354,5406.472491011355,0.22914750730706326,425436588.7655839
108,986.7009306779939,45.0,4.034238294558969,94462.67490859776,4.188478633702937,0.06924023870426689,1.6008192451352796,60.79528158295282,142017777.7777778,142017.77777777778,4724210163.441137,4724.210163441137,0.2392911490814601,412343262.36700827
109,939.3914570033212,49.31784356817123,5.523859553653322,73031.18637445972,4.759706610292592,0.07045552185186543,2.4174315596810616,72.80060882800609,155173045.82512134,155173.04582512134,6628434695.886476,6628.434695886475,0.16183263930401418,580470948.9033341
110,676.5751018198866,47.11586006936609,5.155580841691715,100000.0,6.089430193477262,0.07342753889752322,2.124072400149107,73.75856164383562,164562420.9891308,164562.4209891308,6153594182.774272,6153.594182774272,0.12271676533382433,551330618.9088433
111,946.2217727484866,57.0,4.699451379900912,70354.83333721476,4.1049853445900695,0.07364419645554941,2.002537516069193,56.906392694063925,104947368.42105263,104947.36842105264,3991689134.9166226,3991.6891349166226,0.26031748409589767,363487599.01194745
112,958.5828049165963,48.84361401569329,5.0202975374740095,90402.06582394755,4.59797536991499,0.10260175948259598,2.1061741120578072,68.7718797564688,148009113.28300256,148009.11328300255,4413926362.695031,4413.9263626950315,0.18870740752831308,507973066.596643
113,1301.0120010291532,45.0,5.444885612154184,73071.71404145175,3.8622056617412897,0.055184166890600725,2.472539896718537,74.96099695585997,175108888.8888889,175108.8888888889,8693782340.350746,8693.782340350746,0.1968895807867924,660782554.2774616
114,922.5885625186901,48.474013574146454,3.9039053347388912,71639.1366092479,4.555408657248516,0.08234915441449425,1.6629235092837276,56.05783866057838,121566166.39524391,121566.16639524391,3540036299.164371,3540.036299164371,0.2648706286637008,348316673.3787143
115,992.9704962825398,51.03588628290052,4.225658314638246,72850.34089486986,3.973353425007092,0.08491053515349656,1.7997279640167188,57.00532724505327,117415419.54974812,117415.41954974813,3641458988.548676,3641.458988548676,0.27091871280445506,366519715.8231187
116,945.0535728170029,55.559586668917895,4.804496462601096,79496.50208336845,5.206590609856659,0.07620907807143645,1.9979571465125305,58.42275494672755,110537179.41778225,110537.17941778224,4118778176.9620247,4118.778176962025,0.24659843346810614,383235837.92726386
