iteration,CAPEX,EFFICIENCY,H2_PRICE,LIFETIME_HOURS,VOM,WACC,lcoh_$/kg,utilization_%,h2_production_kg,h2_production_tonnes,npv_$,npv_$m,payback_years,annual_cash_flow
59,1203.6483575217717,49.2705286273248,5.358511560684776,63010.86811251017,6.593379922745884,0.07672235191359421,3.1770206087423665,54.36453576864536,115988201.45052484,115988.20145052484,3839361653.556598,3839.3616535565984,0.3323226810309009,362192659.7931638
60,974.5300575393668,49.75482951043853,4.939090460437975,67713.89878119384,6.158730604656753,0.07852299412704362,2.831531402225698,51.389840182648406,108574384.70101967,108574.38470101968,3203093872.6139154,3203.0938726139157,0.317878338126752,306573283.12531286
61,1020.7587111754488,55.27140012151161,4.421263771517012,92117.2183379625,5.649548706599096,0.08129717631514853,2.4636400433934322,40.871385083713854,77732787.49144338,77732.78749144338,1993129960.0245774,1993.1299600245775,0.5109405672603888,199780322.13191697
62,875.7522415940506,49.63220414597845,4.1989471046582425,70301.69139142419,4.257903643658761,0.06696677476202466,2.4213300543371488,46.07115677321157,97577774.01454403,97577.77401454402,2698874849.5188828,2698.874849518883,0.3745965607943199,233785446.3311265
63,861.5974567072943,45.5284559697296,4.469530586771481,92273.53170130013,5.283714765896759,0.07415762105487636,2.444244989285336,54.70795281582953,126314408.81332737,126314.40881332738,3376924004.4893074,3376.924004489307,0.2783644514378143,309521367.49392813
64,1177.9728170270862,54.03409924420391,5.036681084163107,63809.739653880984,5.22359373908486,0.07317762109879597,3.0450622417623148,46.837899543378995,91120238.31003606,91120.23831003606,2949793039.1193104,2949.7930391193104,0.43249006532600365,272369913.54683495
65,1263.6078044999047,50.16410321143196,4.067489173946899,65518.77869334051,4.565212982198971,0.05918300583690721,2.2096063912148862,33.11358447488584,69390256.72060123,69390.25672060123,2377236384.952123,2377.236384952123,0.6445259679188106,196052272.11870512
66,1038.6584058510973,51.128095131373726,4.306531883195478,71928.9190107892,4.273916123449542,0.07397014588451788,2.4857648840627773,43.32572298325723,89078225.74452385,89078.22574452385,2444836287.0020337,2444.8362870020337,0.45563879418222186,227956534.67463765
67,1208.0564314179937,57.0,4.757612498376723,74426.2507048874,5.906493460917796,0.08559515477148583,2.6988684730877566,37.96232876712329,70010526.31578948,70010.52631578948,1990870174.5269372,1990.8701745269373,0.5782732599086317,208907538.21279392
68,1106.9576739450024,50.91611292600993,4.240213953421934,83307.78563205116,5.767716065955921,0.06578992119057366,2.4472095276214945,42.242199391171994,87212077.7651041,87212.0777651041,2479297276.519875,2479.297276519875,0.5139673959057884,215375076.85563594
69,948.3936386496929,52.1798693863244,4.971052566555749,79056.9337546764,4.53689749144422,0.07192237253413578,2.7601591921792936,51.39554794520548,103539929.54639266,103539.92954639267,3255253460.585404,3255.253460585404,0.32288119995882447,293728355.4355711
70,1106.9198078675752,46.189992155502836,5.5706079510461235,71253.16268390375,4.884650232190144,0.07260453234173679,3.25238753338821,69.10958904109589,157280823.4204151,157280.8234204151,5308689409.248897,5308.6894092488965,0.23182999852489514,477470480.4860309
71,1292.2407592183902,50.103748634408085,5.222449022692083,73800.15774133704,6.458008375352184,0.0664132266645156,3.072828415874433,52.6179604261796,110394933.52801794,110394.93352801794,3873143414.7312613,3873.143414731261,0.38671487357694584,334158535.78780675
72,1044.3573988401827,53.486866264451095,5.097240008530933,72128.4337219377,4.7759003763488375,0.07852895559494891,2.916850224427041,50.073249619482496,98411074.86041683,98411.07486041683,3024315507.610784,3024.315507610784,0.3591469430503256,290788330.250062
73,1296.431375790706,45.0,4.961112373499525,66768.11638206843,5.640909095745387,0.061431173046187164,2.9275792706933523,55.8599695585997,130488888.8888889,130488.88888888889,4632530050.866595,4632.530050866595,0.3417330263070387,379369647.0606544
74,637.3901461058653,51.8194479799121,4.7945629554564615,67008.33357058541,5.343432902856415,0.08679133353556878,2.6296186465753597,50.82001522070016,103092568.68330425,103092.56868330426,2690981442.3307314,2690.981442330731,0.2326197054016562,274005224.5381819
75,1179.4496444390977,51.41122757639081,4.109649257012663,84250.95502290069,5.917749863626202,0.07789019007656629,2.2626587818505057,36.804604261796044,75253989.88482209,75253.98988482209,1964868708.4597511,1964.8687084597511,0.6106231675738887,193155076.17001414
76,1063.709913247512,51.16845281879675,5.49731231666618,60000.0,4.793711186558445,0.05819671563152153,3.190627372450805,55.6544901065449,114336073.84452425,114336.07384452425,4653644470.050673,4653.644470050673,0.28947944799898756,367456108.05891556
77,1002.9063423016258,55.23160830652563,4.280756656545154,89556.22827700549,5.574318868970589,0.0913949220295668,2.2887166153802325,37.39345509893455,71169392.31942618,71169.39231942617,1691939284.5755439,1691.939284575544,0.5398011224968173,185791822.30350754
78,1064.4523223043416,52.364509140581966,3.776298004645034,71913.05196957992,5.639196126310349,0.0721180784118961,1.732397342241329,27.086187214611872,54374614.53817718,54374.61453817718,1630111076.5170643,1630.1110765170642,0.6944411560144844,153281860.25341788
79,736.9578959503594,57.0,5.225426846675454,68047.42254247057,5.689899165139106,0.060890861282838354,2.9348954320269516,49.69178082191781,91642105.26315789,91642.1052631579,3291489488.8310585,3291.4894888310587,0.2765517187894912,266481039.8489425
80,1015.4016776655918,46.94615477637633,4.076597662353815,81657.83361627543,5.565235932819156,0.08391738701488902,2.366822123242222,46.51350837138508,104151235.0327877,104151.23503278769,2351823188.2069373,2351.823188206937,0.42507593967979607,238875359.17240578
81,1106.2452300131001,51.55457223425086,4.566688736466744,88366.94925732406,5.784302689490141,0.07623286114504513,2.6415213539461404,47.17275494672755,96185455.23893544,96185.45523893544,2599887875.1574855,2599.8878751574853,0.44741760630135685,247251161.87492892
